occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementMethod,measurementUnit,measurementUnitID
Hakai_phyto_QU39_2017-05-02_0m_29,Hakai_phyto_QU39_2017-05-02_0m_29_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,20410,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_30,Hakai_phyto_QU39_2017-05-02_0m_30_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,8750,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_31,Hakai_phyto_QU39_2017-05-02_0m_31_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,201250,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_32,Hakai_phyto_QU39_2017-05-02_0m_32_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_33,Hakai_phyto_QU39_2017-05-02_0m_33_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,80,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_34,Hakai_phyto_QU39_2017-05-02_0m_34_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,320,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_35,Hakai_phyto_QU39_2017-05-02_0m_35_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1570,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_36,Hakai_phyto_QU39_2017-05-02_0m_36_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1800,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_37,Hakai_phyto_QU39_2017-05-02_0m_37_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_38,Hakai_phyto_QU39_2017-05-02_0m_38_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,480,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_39,Hakai_phyto_QU39_2017-05-02_0m_39_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1750,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_40,Hakai_phyto_QU39_2017-05-02_0m_40_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,5250,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_41,Hakai_phyto_QU39_2017-05-02_0m_41_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,840,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_42,Hakai_phyto_QU39_2017-05-02_0m_42_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-02_0m_43,Hakai_phyto_QU39_2017-05-02_0m_43_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,400,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_1,Hakai_phyto_QU39_2017-05-17_0m_1_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_2,Hakai_phyto_QU39_2017-05-17_0m_2_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,14121,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_3,Hakai_phyto_QU39_2017-05-17_0m_3_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,54,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_4,Hakai_phyto_QU39_2017-05-17_0m_4_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,8050,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_5,Hakai_phyto_QU39_2017-05-17_0m_5_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2108,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_6,Hakai_phyto_QU39_2017-05-17_0m_6_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1027,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_7,Hakai_phyto_QU39_2017-05-17_0m_7_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1405,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_8,Hakai_phyto_QU39_2017-05-17_0m_8_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,865,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_9,Hakai_phyto_QU39_2017-05-17_0m_9_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,22138,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_10,Hakai_phyto_QU39_2017-05-17_0m_10_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,42000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_11,Hakai_phyto_QU39_2017-05-17_0m_11_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,4810,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_12,Hakai_phyto_QU39_2017-05-17_0m_12_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,378,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_12,Hakai_phyto_QU39_2017-05-17_0m_12_2,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,spores,http://vocab.nerc.ac.uk/collection/S11/current/S1135/,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,NA,NA
Hakai_phyto_QU39_2017-05-17_0m_13,Hakai_phyto_QU39_2017-05-17_0m_13_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,38500,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_14,Hakai_phyto_QU39_2017-05-17_0m_14_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,54,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_14,Hakai_phyto_QU39_2017-05-17_0m_14_2,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,resting spores,http://vocab.nerc.ac.uk/collection/S11/current/S1134/,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,NA,NA
Hakai_phyto_QU39_2017-05-17_0m_15,Hakai_phyto_QU39_2017-05-17_0m_15_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,270,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_16,Hakai_phyto_QU39_2017-05-17_0m_16_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,162,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_17,Hakai_phyto_QU39_2017-05-17_0m_17_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,54,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_18,Hakai_phyto_QU39_2017-05-17_0m_18_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,54,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_19,Hakai_phyto_QU39_2017-05-17_0m_19_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1405,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_20,Hakai_phyto_QU39_2017-05-17_0m_20_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,595,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_21,Hakai_phyto_QU39_2017-05-17_0m_21_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,486,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_22,Hakai_phyto_QU39_2017-05-17_0m_22_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,24500,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_23,Hakai_phyto_QU39_2017-05-17_0m_23_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,108,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_24,Hakai_phyto_QU39_2017-05-17_0m_24_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,162,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_25,Hakai_phyto_QU39_2017-05-17_0m_25_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1243,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_26,Hakai_phyto_QU39_2017-05-17_0m_26_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,108,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_27,Hakai_phyto_QU39_2017-05-17_0m_27_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_28,Hakai_phyto_QU39_2017-05-17_0m_28_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,595,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_29,Hakai_phyto_QU39_2017-05-17_0m_29_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,12250,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_30,Hakai_phyto_QU39_2017-05-17_0m_30_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,7000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_31,Hakai_phyto_QU39_2017-05-17_0m_31_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,378,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_32,Hakai_phyto_QU39_2017-05-17_0m_32_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,5512,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_33,Hakai_phyto_QU39_2017-05-17_0m_33_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,8750,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_34,Hakai_phyto_QU39_2017-05-17_0m_34_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,7188,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_35,Hakai_phyto_QU39_2017-05-17_0m_35_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,540,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_36,Hakai_phyto_QU39_2017-05-17_0m_36_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,216,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_37,Hakai_phyto_QU39_2017-05-17_0m_37_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,108,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_38,Hakai_phyto_QU39_2017-05-17_0m_38_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,270,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_39,Hakai_phyto_QU39_2017-05-17_0m_39_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,47250,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_40,Hakai_phyto_QU39_2017-05-17_0m_40_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,17500,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_41,Hakai_phyto_QU39_2017-05-17_0m_41_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,238000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_42,Hakai_phyto_QU39_2017-05-17_0m_42_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1513,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_43,Hakai_phyto_QU39_2017-05-17_0m_43_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2216,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_44,Hakai_phyto_QU39_2017-05-17_0m_44_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2054,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_45,Hakai_phyto_QU39_2017-05-17_0m_45_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,8750,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_46,Hakai_phyto_QU39_2017-05-17_0m_46_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,7000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_47,Hakai_phyto_QU39_2017-05-17_0m_47_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,378,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_48,Hakai_phyto_QU39_2017-05-17_0m_48_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,54,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_49,Hakai_phyto_QU39_2017-05-17_0m_49_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,162,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_50,Hakai_phyto_QU39_2017-05-17_0m_50_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,26322,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_51,Hakai_phyto_QU39_2017-05-17_0m_51_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,17500,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_52,Hakai_phyto_QU39_2017-05-17_0m_52_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1750,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_53,Hakai_phyto_QU39_2017-05-17_0m_53_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_54,Hakai_phyto_QU39_2017-05-17_0m_54_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_55,Hakai_phyto_QU39_2017-05-17_0m_55_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,378,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_56,Hakai_phyto_QU39_2017-05-17_0m_56_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,595,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-17_0m_57,Hakai_phyto_QU39_2017-05-17_0m_57_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,162,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_1,Hakai_phyto_QU39_2017-05-29_0m_1_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,11666,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_2,Hakai_phyto_QU39_2017-05-29_0m_2_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,288,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_3,Hakai_phyto_QU39_2017-05-29_0m_3_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1152,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_4,Hakai_phyto_QU39_2017-05-29_0m_4_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,144,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_5,Hakai_phyto_QU39_2017-05-29_0m_5_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,12240,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_6,Hakai_phyto_QU39_2017-05-29_0m_6_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2304,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_7,Hakai_phyto_QU39_2017-05-29_0m_7_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1008,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_8,Hakai_phyto_QU39_2017-05-29_0m_8_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,23333,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_9,Hakai_phyto_QU39_2017-05-29_0m_9_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,8640,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_10,Hakai_phyto_QU39_2017-05-29_0m_10_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,11666,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_11,Hakai_phyto_QU39_2017-05-29_0m_11_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,576,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-05-29_0m_12,Hakai_phyto_QU39_2017-05-29_0m_12_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,144,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
