occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementMethod,measurementUnit,measurementUnitID
Hakai_phyto_QU39_2017-08-29_0m_5,Hakai_phyto_QU39_2017-08-29_0m_5_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,7000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_6,Hakai_phyto_QU39_2017-08-29_0m_6_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_6,Hakai_phyto_QU39_2017-08-29_0m_6_2,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,nauplii,http://vocab.nerc.ac.uk/collection/S11/current/S1130/,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,NA,NA
Hakai_phyto_QU39_2017-08-29_0m_7,Hakai_phyto_QU39_2017-08-29_0m_7_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_8,Hakai_phyto_QU39_2017-08-29_0m_8_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,240,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_9,Hakai_phyto_QU39_2017-08-29_0m_9_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,64528,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_9,Hakai_phyto_QU39_2017-08-29_0m_9_2,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,spores,http://vocab.nerc.ac.uk/collection/S11/current/S1135/,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,NA,NA
Hakai_phyto_QU39_2017-08-29_0m_10,Hakai_phyto_QU39_2017-08-29_0m_10_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,600,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_11,Hakai_phyto_QU39_2017-08-29_0m_11_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,800,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_11,Hakai_phyto_QU39_2017-08-29_0m_11_2,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,resting spores,http://vocab.nerc.ac.uk/collection/S11/current/S1134/,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,NA,NA
Hakai_phyto_QU39_2017-08-29_0m_12,Hakai_phyto_QU39_2017-08-29_0m_12_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,80,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_13,Hakai_phyto_QU39_2017-08-29_0m_13_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_14,Hakai_phyto_QU39_2017-08-29_0m_14_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_15,Hakai_phyto_QU39_2017-08-29_0m_15_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,760,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_16,Hakai_phyto_QU39_2017-08-29_0m_16_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2600,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_17,Hakai_phyto_QU39_2017-08-29_0m_17_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,320,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_18,Hakai_phyto_QU39_2017-08-29_0m_18_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,120,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_19,Hakai_phyto_QU39_2017-08-29_0m_19_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,444580,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_20,Hakai_phyto_QU39_2017-08-29_0m_20_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_21,Hakai_phyto_QU39_2017-08-29_0m_21_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_22,Hakai_phyto_QU39_2017-08-29_0m_22_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,200,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_23,Hakai_phyto_QU39_2017-08-29_0m_23_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1600,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_24,Hakai_phyto_QU39_2017-08-29_0m_24_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_25,Hakai_phyto_QU39_2017-08-29_0m_25_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,360,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_26,Hakai_phyto_QU39_2017-08-29_0m_26_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,400,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_27,Hakai_phyto_QU39_2017-08-29_0m_27_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,14000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_28,Hakai_phyto_QU39_2017-08-29_0m_28_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,24500,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_29,Hakai_phyto_QU39_2017-08-29_0m_29_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,241500,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_30,Hakai_phyto_QU39_2017-08-29_0m_30_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_31,Hakai_phyto_QU39_2017-08-29_0m_31_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,120,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_32,Hakai_phyto_QU39_2017-08-29_0m_32_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,7000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_33,Hakai_phyto_QU39_2017-08-29_0m_33_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,14000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_34,Hakai_phyto_QU39_2017-08-29_0m_34_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,280,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_35,Hakai_phyto_QU39_2017-08-29_0m_35_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,560,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_36,Hakai_phyto_QU39_2017-08-29_0m_36_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_37,Hakai_phyto_QU39_2017-08-29_0m_37_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,200,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_38,Hakai_phyto_QU39_2017-08-29_0m_38_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1480,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_39,Hakai_phyto_QU39_2017-08-29_0m_39_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,120,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_40,Hakai_phyto_QU39_2017-08-29_0m_40_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1880,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_41,Hakai_phyto_QU39_2017-08-29_0m_41_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,80,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_42,Hakai_phyto_QU39_2017-08-29_0m_42_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,80,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_43,Hakai_phyto_QU39_2017-08-29_0m_43_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,42000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_44,Hakai_phyto_QU39_2017-08-29_0m_44_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,17500,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-08-29_0m_45,Hakai_phyto_QU39_2017-08-29_0m_45_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,40,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_1,Hakai_phyto_QU39_2017-09-05_0m_1_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,311,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_2,Hakai_phyto_QU39_2017-09-05_0m_2_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,109000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_3,Hakai_phyto_QU39_2017-09-05_0m_3_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,15552,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_4,Hakai_phyto_QU39_2017-09-05_0m_4_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,15239,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_5,Hakai_phyto_QU39_2017-09-05_0m_5_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,68080,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_6,Hakai_phyto_QU39_2017-09-05_0m_6_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,4354,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_7,Hakai_phyto_QU39_2017-09-05_0m_7_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,139000,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_8,Hakai_phyto_QU39_2017-09-05_0m_8_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,32344,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_9,Hakai_phyto_QU39_2017-09-05_0m_9_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,23325,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_10,Hakai_phyto_QU39_2017-09-05_0m_10_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,5598,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_11,Hakai_phyto_QU39_2017-09-05_0m_11_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,622,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_12,Hakai_phyto_QU39_2017-09-05_0m_12_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,10263,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_13,Hakai_phyto_QU39_2017-09-05_0m_13_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1944,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_14,Hakai_phyto_QU39_2017-09-05_0m_14_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,622,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_15,Hakai_phyto_QU39_2017-09-05_0m_15_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,311,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_15,Hakai_phyto_QU39_2017-09-05_0m_15_2,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,spores,http://vocab.nerc.ac.uk/collection/S11/current/S1135/,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,NA,NA
Hakai_phyto_QU39_2017-09-05_0m_16,Hakai_phyto_QU39_2017-09-05_0m_16_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,311,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_17,Hakai_phyto_QU39_2017-09-05_0m_17_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,311,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_18,Hakai_phyto_QU39_2017-09-05_0m_18_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1244,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_19,Hakai_phyto_QU39_2017-09-05_0m_19_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3421,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_20,Hakai_phyto_QU39_2017-09-05_0m_20_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,177662,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_21,Hakai_phyto_QU39_2017-09-05_0m_21_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1944,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_22,Hakai_phyto_QU39_2017-09-05_0m_22_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1944,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_23,Hakai_phyto_QU39_2017-09-05_0m_23_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1944,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_24,Hakai_phyto_QU39_2017-09-05_0m_24_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,352836,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_25,Hakai_phyto_QU39_2017-09-05_0m_25_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1244,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_26,Hakai_phyto_QU39_2017-09-05_0m_26_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,311,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_27,Hakai_phyto_QU39_2017-09-05_0m_27_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,7776,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_28,Hakai_phyto_QU39_2017-09-05_0m_28_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,7776,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_29,Hakai_phyto_QU39_2017-09-05_0m_29_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,69984,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_30,Hakai_phyto_QU39_2017-09-05_0m_30_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2488,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_31,Hakai_phyto_QU39_2017-09-05_0m_31_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,43229,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_32,Hakai_phyto_QU39_2017-09-05_0m_32_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1944,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_33,Hakai_phyto_QU39_2017-09-05_0m_33_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,622,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_34,Hakai_phyto_QU39_2017-09-05_0m_34_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,4043,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_35,Hakai_phyto_QU39_2017-09-05_0m_35_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,51937,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_36,Hakai_phyto_QU39_2017-09-05_0m_36_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,6842,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_37,Hakai_phyto_QU39_2017-09-05_0m_37_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,622,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_38,Hakai_phyto_QU39_2017-09-05_0m_38_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,17496,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_39,Hakai_phyto_QU39_2017-09-05_0m_39_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,5832,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_40,Hakai_phyto_QU39_2017-09-05_0m_40_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1244,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
Hakai_phyto_QU39_2017-09-05_0m_41,Hakai_phyto_QU39_2017-09-05_0m_41_1,Abundance,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3732,NA,http://vocab.nerc.ac.uk/collection/S04/current/S0423/,Number per litre,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
