eventID,occurrenceID,scientificName,scientificNameID,taxonRank,identificationRemarks,identificationQualifier,occurrenceStatus,basisOfRecord,identifiedBy,dateIdentified
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_17,Copepoda,urn:lsid:marinespecies.org:taxname:1080,Subclass,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_18,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_19,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_20,Dinobryon,urn:lsid:marinespecies.org:taxname:157240,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_21,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_22,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_23,Eucampia groenlandica,urn:lsid:marinespecies.org:taxname:157430,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_24,Euglenozoa,urn:lsid:marinespecies.org:taxname:536202,Phylum,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_25,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_26,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_27,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_28,Katodinium,urn:lsid:marinespecies.org:taxname:109477,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_29,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_30,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_31,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_32,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_33,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_34,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_35,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_36,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_37,Pleurosigma,urn:lsid:marinespecies.org:taxname:149181,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_38,Protoperidinium,urn:lsid:marinespecies.org:taxname:109553,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_39,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_40,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_41,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_42,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_43,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_44,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_45,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_46,Rhizosolenia setigera,urn:lsid:marinespecies.org:taxname:149115,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_47,Scrippsiella precaria,urn:lsid:marinespecies.org:taxname:110173,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_48,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_49,Stephanopyxis turris,urn:lsid:marinespecies.org:taxname:149631,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_50,Syndendrium diadema,urn:lsid:marinespecies.org:taxname:163042,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_51,Synedra nitzschioides f. nitzschioides,urn:lsid:marinespecies.org:taxname:985570,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_52,Syringidium bicorne,urn:lsid:marinespecies.org:taxname:573619,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_53,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_54,Teleaulax acuta,urn:lsid:marinespecies.org:taxname:106305,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_55,Teleaulax amphioxeia,urn:lsid:marinespecies.org:taxname:106306,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_56,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_57,Tintinnina,urn:lsid:marinespecies.org:taxname:732976,Suborder,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_1,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_2,Attheya,urn:lsid:marinespecies.org:taxname:160519,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_3,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_4,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_5,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_6,Chaetoceros laciniosus,urn:lsid:marinespecies.org:taxname:149228,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_7,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_8,Chaetoceros similis,urn:lsid:marinespecies.org:taxname:149127,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_9,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_10,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_11,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_12,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_13,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_14,Eucampia groenlandica,urn:lsid:marinespecies.org:taxname:157430,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_15,Euglenozoa,urn:lsid:marinespecies.org:taxname:536202,Phylum,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_16,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_17,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_18,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_19,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_20,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_21,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_22,Metromonas simplex,urn:lsid:marinespecies.org:taxname:118059,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_23,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_24,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_25,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_26,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_27,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_28,Phalacroma oxytoxoides,urn:lsid:marinespecies.org:taxname:624358,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_29,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_30,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_31,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_32,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_33,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_34,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_35,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_36,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_37,Rhizosolenia delicatula,urn:lsid:marinespecies.org:taxname:149114,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_38,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_39,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_40,Syringidium bicorne,urn:lsid:marinespecies.org:taxname:573619,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_41,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_42,Telonema subtile,urn:lsid:marinespecies.org:taxname:118075,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_43,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_44,Thalassiosira nordenskioeldii,urn:lsid:marinespecies.org:taxname:148931,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_45,Thalassiosira pacifica,urn:lsid:marinespecies.org:taxname:148932,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-11-28/2019-01-31
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_1,Attheya,urn:lsid:marinespecies.org:taxname:160519,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_2,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_3,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_4,Chaetoceros concavicornis,urn:lsid:marinespecies.org:taxname:156607,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_5,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_6,Chaetoceros laciniosus,urn:lsid:marinespecies.org:taxname:149228,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_7,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_8,Chaetoceros seiracanthus,urn:lsid:marinespecies.org:taxname:163118,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_9,Chaetoceros similis,urn:lsid:marinespecies.org:taxname:149127,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_10,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_11,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_12,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_13,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_14,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_15,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_16,Euglenozoa,urn:lsid:marinespecies.org:taxname:536202,Phylum,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_17,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_18,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_19,Kinetoplastea,urn:lsid:marinespecies.org:taxname:562565,Class,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_20,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_21,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_22,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_23,Metromonas simplex,urn:lsid:marinespecies.org:taxname:118059,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_24,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_25,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_26,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,Indet.,Present,HumanObservation,Louis Hobson,2018-10-11/2018-11-28
